"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"6056","1 Series",2017,15981,"Manual",44426,"Petrol",150,52.3,1.5
"6057","5 Series",2015,17500,"Manual",26355,"Diesel",160,52.3,2
"6058","4 Series",2019,29000,"Semi-Auto",2741,"Diesel",145,60.1,2
"6059","5 Series",2019,27500,"Semi-Auto",4207,"Petrol",150,36.2,2
"6060","M3",2018,42202,"Semi-Auto",10222,"Petrol",145,34,3
"6061","X6",2018,40322,"Semi-Auto",7531,"Diesel",145,40.9,3
"6062","X5",2017,31992,"Automatic",39000,"Diesel",200,47.1,3
"6063","1 Series",2016,18402,"Manual",23139,"Petrol",300,35.3,3
"6064","X4",2014,20572,"Semi-Auto",41773,"Diesel",145,54.3,2
"6065","5 Series",2017,20995,"Semi-Auto",23116,"Diesel",30,62.8,2
"6066","2 Series",2017,16962,"Semi-Auto",25252,"Petrol",145,51.4,1.5
"6067","2 Series",2019,26991,"Manual",2715,"Diesel",145,61.4,2
"6068","M4",2019,49999,"Automatic",1466,"Petrol",145,34,3
"6069","1 Series",2019,18380,"Automatic",16899,"Petrol",145,54.3,1.5
"6070","4 Series",2016,22932,"Semi-Auto",18774,"Diesel",160,49.6,3
"6071","4 Series",2019,29676,"Automatic",7365,"Petrol",145,41.5,3
"6072","3 Series",2017,17182,"Manual",34687,"Diesel",145,60.1,2
"6073","X1",2019,29999,"Semi-Auto",3333,"Diesel",150,50.4,2
"6074","2 Series",2019,23230,"Semi-Auto",6932,"Petrol",145,50.4,2
"6075","4 Series",2019,29840,"Automatic",6000,"Diesel",145,60.1,2
"6076","5 Series",2019,27500,"Semi-Auto",7095,"Petrol",150,50.4,2
"6077","X1",2017,18500,"Semi-Auto",35065,"Diesel",150,57.6,2
"6078","1 Series",2016,12000,"Manual",30302,"Diesel",20,68.9,2
"6079","X1",2020,29000,"Semi-Auto",9,"Petrol",150,47.9,2
"6080","Z4",2020,35000,"Semi-Auto",5,"Petrol",150,37.2,2
"6081","X2",2020,27500,"Semi-Auto",10,"Petrol",150,39.2,2
"6082","4 Series",2020,27500,"Semi-Auto",130,"Petrol",145,45.6,2
"6083","4 Series",2020,36000,"Semi-Auto",11,"Diesel",145,50.4,3
"6084","X2",2019,32000,"Semi-Auto",5524,"Petrol",145,34,2
"6085","1 Series",2019,22500,"Semi-Auto",7188,"Diesel",145,68.9,1.5
"6086","2 Series",2017,15952,"Manual",17146,"Petrol",145,55.4,1.5
"6087","X6",2017,33542,"Semi-Auto",16867,"Diesel",145,47.1,3
"6088","X1",2020,28999,"Semi-Auto",243,"Diesel",145,36.7,2
"6089","1 Series",2015,17962,"Semi-Auto",36510,"Petrol",235,37.7,3
"6090","8 Series",2020,79991,"Semi-Auto",151,"Diesel",145,26.7,3
"6091","X3",2020,69991,"Semi-Auto",10,"Petrol",145,24.8,3
"6092","2 Series",2019,23810,"Automatic",151,"Diesel",145,49.6,2
"6093","2 Series",2019,19870,"Manual",151,"Petrol",145,42.8,1.5
"6094","1 Series",2019,21340,"Automatic",4761,"Petrol",145,42.8,1.5
"6095","4 Series",2019,25374,"Automatic",151,"Diesel",145,60.1,2
"6096","2 Series",2019,24230,"Semi-Auto",4301,"Petrol",145,48.7,2
"6097","1 Series",2019,22890,"Manual",5397,"Petrol",145,41.5,1.5
"6098","2 Series",2019,21980,"Manual",5587,"Petrol",145,52.3,1.5
"6099","5 Series",2019,28200,"Automatic",7399,"Petrol",145,50.4,2
"6100","1 Series",2019,30160,"Automatic",7890,"Petrol",145,34.5,2
"6101","3 Series",2019,27130,"Automatic",5732,"Petrol",145,42.2,2
"6102","1 Series",2019,22280,"Manual",4710,"Petrol",145,41.5,1.5
"6103","2 Series",2019,26496,"Automatic",10843,"Petrol",145,39.8,3
"6104","1 Series",2019,25500,"Semi-Auto",4171,"Petrol",150,39.8,3
"6105","2 Series",2017,16999,"Semi-Auto",5000,"Petrol",125,53.3,1.5
"6106","3 Series",2017,18999,"Semi-Auto",28563,"Diesel",150,64.2,2
"6107","X3",2020,47000,"Semi-Auto",1385,"Hybrid",135,NA,2
"6108","1 Series",2019,22750,"Manual",8543,"Diesel",145,70.6,1.5
"6109","1 Series",2019,22750,"Manual",9345,"Diesel",145,65.7,2
"6110","X5",2020,65000,"Semi-Auto",1435,"Petrol",145,23.2,4.4
"6111","3 Series",2019,38500,"Automatic",7699,"Diesel",145,48.7,2
"6112","3 Series",2019,37000,"Automatic",115,"Diesel",145,49.6,2
"6113","X7",2019,71000,"Semi-Auto",5665,"Diesel",145,31.4,3
"6114","2 Series",2015,14750,"Semi-Auto",16073,"Diesel",125,61.4,2
"6115","Z4",2019,33500,"Semi-Auto",434,"Petrol",145,38.7,2
"6116","X1",2016,20999,"Semi-Auto",25778,"Diesel",150,56.5,2
"6117","X3",2017,20999,"Semi-Auto",39181,"Diesel",145,54.3,2
"6118","5 Series",2016,15495,"Semi-Auto",26109,"Diesel",30,65.7,2
"6119","3 Series",2019,28999,"Semi-Auto",5000,"Diesel",145,52.3,2
"6120","3 Series",2019,27999,"Semi-Auto",5155,"Diesel",145,52.3,2
"6121","Z4",2019,35995,"Semi-Auto",4586,"Petrol",150,33.2,3
"6122","3 Series",2020,26999,"Semi-Auto",570,"Petrol",150,43.5,2
"6123","5 Series",2015,11950,"Semi-Auto",71766,"Diesel",30,62.8,2
"6124","4 Series",2016,17127,"Semi-Auto",34479,"Diesel",30,65.7,2
"6125","3 Series",2017,16840,"Automatic",47439,"Diesel",145,56.5,3
"6126","2 Series",2016,12347,"Manual",24460,"Diesel",30,65.7,2
"6127","X3",2019,35750,"Semi-Auto",6698,"Diesel",145,54.3,2
"6128","X3",2019,35750,"Automatic",4466,"Diesel",145,54.3,2
"6129","1 Series",2017,15000,"Manual",39838,"Diesel",145,62.8,2
"6130","3 Series",2018,24250,"Semi-Auto",3552,"Diesel",145,53.3,3
"6131","X2",2019,32000,"Automatic",2631,"Petrol",145,34,2
"6132","X5",2019,47500,"Semi-Auto",6224,"Diesel",145,36.7,3
"6133","X3",2019,54000,"Automatic",2209,"Petrol",145,24.8,3
"6134","4 Series",2016,17500,"Semi-Auto",33064,"Diesel",30,65.7,2
"6135","5 Series",2019,36499,"Semi-Auto",5000,"Hybrid",135,156.9,2
"6136","3 Series",2020,35999,"Semi-Auto",5000,"Diesel",145,47.9,3
"6137","4 Series",2018,27995,"Semi-Auto",4000,"Diesel",145,58.9,2
"6138","4 Series",2014,13950,"Semi-Auto",24649,"Petrol",160,44.8,2
"6139","4 Series",2018,20400,"Semi-Auto",22270,"Diesel",145,60.1,2
"6140","1 Series",2016,13850,"Semi-Auto",37398,"Diesel",20,67.3,2
"6141","2 Series",2017,14340,"Semi-Auto",20185,"Petrol",150,50.4,1.5
"6142","6 Series",2016,20610,"Automatic",47148,"Diesel",200,49.6,3
"6143","1 Series",2017,20750,"Semi-Auto",18635,"Petrol",200,39.8,3
"6144","2 Series",2018,23750,"Semi-Auto",16512,"Petrol",145,39.8,3
"6145","X1",2014,10422,"Manual",29387,"Diesel",160,51.4,2
"6146","3 Series",2020,31990,"Semi-Auto",3450,"Petrol",150,40.4,2
"6147","X3",2020,42990,"Semi-Auto",3245,"Hybrid",140,NA,2
"6148","1 Series",2019,23995,"Semi-Auto",1491,"Petrol",145,43.5,1.5
"6149","1 Series",2019,22995,"Manual",1569,"Diesel",145,70.6,2
"6150","3 Series",2019,27495,"Semi-Auto",12897,"Diesel",145,52.3,2
"6151","6 Series",2019,31999,"Semi-Auto",3035,"Diesel",150,44.1,2
"6152","X6",2019,63999,"Semi-Auto",4000,"Petrol",145,26.4,3
"6153","X2",2020,28999,"Semi-Auto",5000,"Diesel",145,47.9,2
"6154","X7",2020,64999,"Semi-Auto",4000,"Diesel",145,33.6,3
"6155","2 Series",2020,29999,"Semi-Auto",5000,"Diesel",145,48.7,2
"6156","2 Series",2019,22999,"Semi-Auto",5713,"Petrol",145,50.4,1.5
"6157","X1",2017,20990,"Semi-Auto",25013,"Diesel",145,57.6,2
"6158","X3",2020,40990,"Semi-Auto",2294,"Diesel",145,36.7,3
"6159","2 Series",2017,14990,"Automatic",17000,"Petrol",125,48.7,2
"6160","X5",2020,53990,"Semi-Auto",6825,"Diesel",150,37.7,3
"6161","3 Series",2019,41990,"Semi-Auto",7825,"Petrol",150,34.9,3
"6162","Z4",2020,31990,"Semi-Auto",4825,"Petrol",150,38.7,2
"6163","3 Series",2019,32990,"Semi-Auto",5869,"Diesel",150,52.3,2
"6164","3 Series",2020,43990,"Semi-Auto",2894,"Petrol",150,33.6,3
"6165","7 Series",2019,46990,"Semi-Auto",7515,"Diesel",150,42.2,3
"6166","2 Series",2019,23999,"Semi-Auto",5000,"Petrol",145,40.9,1.5
"6167","X1",2018,21999,"Manual",2750,"Petrol",145,40.9,1.5
"6168","5 Series",2019,37995,"Semi-Auto",2723,"Diesel",145,53.3,3
"6169","4 Series",2020,28300,"Semi-Auto",20,"Diesel",145,65.7,2
"6170","4 Series",2020,26500,"Semi-Auto",37,"Petrol",145,48.7,2
"6171","4 Series",2020,28995,"Semi-Auto",121,"Petrol",145,48.7,2
"6172","2 Series",2020,22999,"Semi-Auto",5000,"Petrol",145,50.4,1.5
"6173","X3",2020,53995,"Semi-Auto",2000,"Hybrid",135,NA,2
"6174","3 Series",2019,28995,"Semi-Auto",4000,"Diesel",145,52.3,2
"6175","3 Series",2018,19999,"Manual",14875,"Petrol",145,47.9,2
"6176","2 Series",2017,18490,"Automatic",12941,"Hybrid",0,141.2,1.5
"6177","1 Series",2016,11990,"Manual",33779,"Diesel",20,68.9,2
"6178","6 Series",2017,23990,"Semi-Auto",25975,"Diesel",160,51.4,3
"6179","2 Series",2016,17490,"Semi-Auto",27484,"Diesel",125,60.1,2
"6180","3 Series",2017,22790,"Semi-Auto",24200,"Diesel",145,53.3,3
"6181","3 Series",2020,27492,"Semi-Auto",3500,"Petrol",145,42.2,2
"6182","1 Series",2019,16450,"Manual",7169,"Diesel",145,72.4,1.5
"6183","3 Series",2019,26000,"Automatic",4971,"Diesel",145,52.3,2
"6184","3 Series",2019,25000,"Semi-Auto",8158,"Petrol",145,42.2,2
"6185","2 Series",2020,29500,"Semi-Auto",10,"Petrol",145,39.8,3
"6186","X1",2017,22495,"Semi-Auto",20470,"Diesel",145,57.6,2
"6187","3 Series",2016,21499,"Semi-Auto",34137,"Diesel",200,49.6,3
"6188","4 Series",2016,20999,"Semi-Auto",16210,"Diesel",30,65.7,2
"6189","1 Series",2019,19895,"Manual",6181,"Petrol",145,52.3,1.5
"6190","M4",2018,53999,"Semi-Auto",8725,"Petrol",145,33.6,3
"6191","2 Series",2019,22999,"Semi-Auto",3880,"Petrol",145,47.9,2
"6192","3 Series",2019,27490,"Automatic",8410,"Diesel",145,53.3,3
"6193","2 Series",2019,18500,"Manual",7367,"Petrol",145,40.4,1.5
"6194","2 Series",2019,21450,"Automatic",7044,"Hybrid",135,148.7,1.5
"6195","X2",2019,28950,"Semi-Auto",6086,"Petrol",145,36.2,2
"6196","X1",2019,25990,"Automatic",15608,"Petrol",150,46.3,1.5
"6197","2 Series",2017,24500,"Semi-Auto",11901,"Petrol",145,39.8,3
"6198","2 Series",2016,14500,"Semi-Auto",20193,"Diesel",125,57.6,2
"6199","M3",2017,37970,"Semi-Auto",21431,"Petrol",150,34,3
"6200","4 Series",2018,21750,"Semi-Auto",13754,"Petrol",150,48.7,2
"6201","4 Series",2014,14550,"Semi-Auto",39271,"Petrol",165,44.1,2
"6202","1 Series",2017,20995,"Semi-Auto",22000,"Petrol",150,39.8,3
"6203","3 Series",2017,19250,"Automatic",27323,"Diesel",160,51.4,3
"6204","X1",2013,10999,"Semi-Auto",48058,"Diesel",160,52.3,2
"6205","X1",2019,25996,"Semi-Auto",4850,"Petrol",145,46.3,1.5
"6206","2 Series",2019,21250,"Automatic",13186,"Hybrid",135,148.7,1.5
"6207","2 Series",2019,21785,"Automatic",10218,"Hybrid",135,148.7,1.5
"6208","5 Series",2019,32000,"Semi-Auto",8827,"Hybrid",135,156.9,2
"6209","2 Series",2019,21450,"Automatic",9181,"Hybrid",135,148.7,1.5
"6210","4 Series",2018,24450,"Automatic",28363,"Petrol",145,41.5,3
"6211","3 Series",2017,25490,"Semi-Auto",16363,"Petrol",145,41.5,3
"6212","1 Series",2018,25995,"Semi-Auto",15897,"Petrol",150,32.5,3
"6213","2 Series",2019,24999,"Semi-Auto",5208,"Petrol",145,47.9,2
"6214","1 Series",2018,23499,"Semi-Auto",12087,"Petrol",145,39.8,3
"6215","2 Series",2019,24444,"Semi-Auto",3550,"Diesel",145,64.2,2
"6216","5 Series",2015,17999,"Semi-Auto",38695,"Diesel",145,53.3,3
"6217","2 Series",2019,23999,"Semi-Auto",5000,"Petrol",145,40.9,1.5
"6218","2 Series",2019,28995,"Semi-Auto",5721,"Petrol",145,38.2,3
"6219","5 Series",2019,30000,"Automatic",6000,"Diesel",145,60.1,2
"6220","5 Series",2019,30000,"Automatic",6000,"Petrol",145,46.3,2
"6221","5 Series",2016,20000,"Semi-Auto",46367,"Diesel",165,50.4,3
"6222","1 Series",2016,17000,"Semi-Auto",21000,"Diesel",125,61.4,2
"6223","5 Series",2020,34999,"Semi-Auto",5000,"Hybrid",150,49.6,2
"6224","4 Series",2020,33999,"Semi-Auto",4000,"Diesel",150,65.7,2
"6225","2 Series",2016,17000,"Semi-Auto",22783,"Diesel",30,62.8,2
"6226","X2",2019,24450,"Semi-Auto",2598,"Petrol",145,42.2,1.5
"6227","X2",2019,27750,"Automatic",6012,"Diesel",145,61.4,2
"6228","4 Series",2019,27950,"Automatic",75,"Petrol",145,45.6,2
"6229","X3",2019,33750,"Automatic",5000,"Diesel",145,54.3,2
"6230","X2",2019,27950,"Automatic",8452,"Diesel",145,58.9,2
"6231","X3",2019,34000,"Automatic",7465,"Diesel",145,54.3,2
"6232","4 Series",2015,16990,"Semi-Auto",45000,"Petrol",160,44.1,2
"6233","5 Series",2020,29000,"Semi-Auto",9,"Petrol",150,50.4,2
"6234","8 Series",2019,57000,"Semi-Auto",12,"Diesel",150,39.8,3
"6235","3 Series",2019,26500,"Semi-Auto",11812,"Petrol",150,41.5,2
"6236","3 Series",2017,21000,"Semi-Auto",19967,"Hybrid",135,134.5,2
"6237","X6",2020,55500,"Semi-Auto",9612,"Diesel",145,34.9,3
"6238","4 Series",2020,30000,"Semi-Auto",10,"Diesel",145,60.1,2
"6239","X5",2019,44000,"Automatic",9339,"Diesel",145,37.7,3
"6240","2 Series",2017,14999,"Semi-Auto",19760,"Diesel",150,68.9,2
"6241","3 Series",2017,21999,"Semi-Auto",17324,"Diesel",165,51.4,3
"6242","X4",2020,46999,"Semi-Auto",4000,"Diesel",150,40.9,3
"6243","X1",2020,34999,"Semi-Auto",5000,"Diesel",150,47.9,2
"6244","X1",2020,34999,"Semi-Auto",3000,"Diesel",150,52.3,2
"6245","M4",2020,59999,"Semi-Auto",3000,"Petrol",150,28.5,3
"6246","3 Series",2018,22799,"Semi-Auto",12492,"Diesel",150,64.2,2
"6247","2 Series",2017,22152,"Semi-Auto",27169,"Petrol",200,39.8,3
"6248","7 Series",2019,48912,"Semi-Auto",6516,"Diesel",150,44.8,3
"6249","4 Series",2019,29882,"Semi-Auto",3121,"Petrol",150,45.6,2
"6250","X3",2013,13991,"Semi-Auto",72752,"Diesel",165,50.4,2
"6251","X1",2017,18661,"Semi-Auto",45000,"Diesel",150,57.6,2
"6252","3 Series",2016,16991,"Semi-Auto",32857,"Diesel",30,64.2,2
"6253","X3",2018,36186,"Automatic",6764,"Petrol",145,34.5,3
"6254","1 Series",2019,22895,"Manual",5000,"Petrol",145,41.5,1.5
"6255","X1",2014,10792,"Semi-Auto",51483,"Diesel",165,52.3,2
"6256","X1",2017,23082,"Semi-Auto",9076,"Petrol",165,44.8,2
"6257","X2",2019,28551,"Semi-Auto",5282,"Petrol",150,39.8,2
"6258","3 Series",2019,26991,"Semi-Auto",8310,"Diesel",150,52.3,2
"6259","4 Series",2019,25771,"Semi-Auto",6459,"Diesel",150,58.9,2
"6260","4 Series",2019,25881,"Semi-Auto",2282,"Petrol",150,44.8,2
"6261","1 Series",2017,15792,"Semi-Auto",8789,"Petrol",30,55.5,1.5
"6262","4 Series",2018,21712,"Semi-Auto",17100,"Diesel",145,60.1,2
"6263","X3",2019,31551,"Semi-Auto",13570,"Diesel",150,54.3,2
"6264","2 Series",2019,24352,"Semi-Auto",6052,"Petrol",150,47.9,2
"6265","3 Series",2019,36532,"Semi-Auto",318,"Petrol",150,40.4,2
"6266","1 Series",2019,19812,"Semi-Auto",7233,"Diesel",150,68.9,1.5
"6267","3 Series",2015,14995,"Semi-Auto",40321,"Diesel",125,58.9,2
"6268","6 Series",2019,32785,"Semi-Auto",6081,"Diesel",150,42.2,2
"6269","7 Series",2020,52999,"Semi-Auto",5000,"Diesel",145,42.2,3
"6270","5 Series",2019,34995,"Semi-Auto",7450,"Hybrid",135,156.9,2
"6271","3 Series",2019,33995,"Automatic",5000,"Diesel",145,49.6,2
"6272","2 Series",2019,26910,"Automatic",1250,"Diesel",145,65.7,2
"6273","5 Series",2019,31460,"Automatic",1200,"Diesel",145,62.8,2
"6274","4 Series",2019,25070,"Semi-Auto",3038,"Diesel",145,65.7,2
"6275","1 Series",2016,15722,"Semi-Auto",14871,"Diesel",20,67.3,2
"6276","X1",2017,19532,"Semi-Auto",12566,"Diesel",125,60.1,2
"6277","X4",2019,38495,"Semi-Auto",7356,"Diesel",145,40.9,3
"6278","2 Series",2019,25995,"Semi-Auto",2348,"Diesel",145,64.2,2
"6279","X2",2019,31310,"Semi-Auto",4890,"Diesel",145,58.9,2
"6280","1 Series",2019,30200,"Automatic",7312,"Petrol",145,34.5,2
"6281","X4",2019,38150,"Automatic",9921,"Diesel",145,42.8,2
"6282","X5",2019,47162,"Automatic",9815,"Diesel",145,37.7,3
"6283","X2",2020,33400,"Semi-Auto",1766,"Diesel",145,58.9,2
"6284","X5",2014,22991,"Automatic",30422,"Diesel",200,48.7,2
"6285","X1",2014,15842,"Semi-Auto",45671,"Petrol",235,38.7,2
"6286","3 Series",2016,18331,"Semi-Auto",33783,"Diesel",125,60.1,2
"6287","1 Series",2015,13442,"Semi-Auto",15200,"Diesel",0,78.5,1.5
"6288","X1",2018,19551,"Manual",15898,"Petrol",150,51.4,1.5
"6289","X1",2019,27991,"Semi-Auto",120,"Diesel",150,36.7,2
"6290","3 Series",2018,21991,"Semi-Auto",15027,"Diesel",150,64.2,2
"6291","3 Series",2018,20000,"Semi-Auto",23501,"Petrol",145,46.3,2
"6292","2 Series",2019,21450,"Automatic",8702,"Hybrid",135,148.7,1.5
"6293","3 Series",2017,25000,"Semi-Auto",28930,"Diesel",145,49.6,3
"6294","4 Series",2017,24999,"Semi-Auto",26763,"Petrol",145,41.5,3
"6295","5 Series",2019,29999,"Semi-Auto",10373,"Diesel",150,65.7,2
"6296","4 Series",2019,28295,"Semi-Auto",8235,"Petrol",145,48.7,2
"6297","1 Series",2018,23999,"Semi-Auto",17493,"Petrol",150,39.8,3
"6298","3 Series",2018,20999,"Semi-Auto",17101,"Petrol",150,48.7,2
"6299","X3",2017,25999,"Semi-Auto",22749,"Diesel",150,54.3,2
"6300","1 Series",2016,12895,"Manual",14354,"Diesel",0,78.5,1.5
"6301","X1",2017,23995,"Semi-Auto",15991,"Diesel",150,55.4,2
"6302","4 Series",2015,16991,"Semi-Auto",35300,"Diesel",125,58.9,2
"6303","5 Series",2019,25551,"Semi-Auto",7143,"Petrol",150,50.4,2
"6304","5 Series",2019,29441,"Semi-Auto",9631,"Petrol",150,36.2,2
"6305","X3",2019,34510,"Automatic",8620,"Diesel",145,54.3,2
"6306","X5",2019,54991,"Automatic",15,"Diesel",145,37.7,3
"6307","4 Series",2020,31450,"Semi-Auto",10,"Diesel",145,60.1,2
"6308","4 Series",2019,28750,"Automatic",2000,"Diesel",145,60.1,2
"6309","X1",2019,27000,"Automatic",6000,"Petrol",145,39.2,2
"6310","X3",2019,34750,"Semi-Auto",35,"Diesel",145,54.3,2
"6311","2 Series",2019,21450,"Automatic",8085,"Hybrid",135,148.7,1.5
"6312","5 Series",2016,18990,"Semi-Auto",19418,"Petrol",145,47.1,2
"6313","X3",2017,25950,"Semi-Auto",19817,"Diesel",145,54.3,2
"6314","X2",2019,31991,"Semi-Auto",650,"Petrol",145,39.2,2
"6315","X2",2019,28991,"Semi-Auto",3901,"Petrol",145,38.7,2
"6316","X3",2019,38990,"Semi-Auto",1858,"Diesel",145,54.3,2
"6317","1 Series",2019,31771,"Semi-Auto",1954,"Diesel",145,48.7,2
"6318","X1",2019,24712,"Semi-Auto",9697,"Petrol",145,39.8,1.5
"6319","X1",2019,23652,"Semi-Auto",12020,"Petrol",145,46.3,1.5
"6320","1 Series",2019,24762,"Semi-Auto",2487,"Diesel",145,70.6,2
"6321","3 Series",2019,29994,"Semi-Auto",2000,"Petrol",145,42.2,2
"6322","1 Series",2017,16722,"Semi-Auto",9063,"Petrol",145,55.5,1.5
"6323","5 Series",2019,26771,"Semi-Auto",6260,"Petrol",150,50.4,2
"6324","1 Series",2020,24551,"Semi-Auto",11512,"Petrol",150,40.4,1.5
"6325","5 Series",2019,27551,"Semi-Auto",5838,"Petrol",150,50.4,2
"6326","3 Series",2019,23991,"Semi-Auto",11748,"Petrol",150,47.9,2
"6327","X2",2019,28991,"Semi-Auto",8384,"Petrol",150,39.8,2
"6328","3 Series",2019,29661,"Semi-Auto",4925,"Petrol",150,43.5,2
"6329","5 Series",2017,22312,"Automatic",16403,"Diesel",145,65.7,2
"6330","2 Series",2016,12032,"Manual",26884,"Petrol",30,55.4,1.5
"6331","X4",2016,20022,"Semi-Auto",64000,"Diesel",145,54.3,2
"6332","X7",2019,73990,"Semi-Auto",1657,"Diesel",145,31.4,3
"6333","5 Series",2016,18496,"Semi-Auto",8392,"Petrol",200,43.5,2
"6334","X6",2019,59990,"Semi-Auto",2500,"Petrol",145,26.4,3
"6335","3 Series",2019,29530,"Semi-Auto",2203,"Petrol",145,42.2,2
"6336","1 Series",2019,25290,"Automatic",5511,"Petrol",145,40.4,1.5
"6337","5 Series",2019,30000,"Semi-Auto",1678,"Petrol",145,50.4,2
"6338","2 Series",2019,26990,"Automatic",4428,"Petrol",145,50.4,1.5
"6339","3 Series",2019,28990,"Semi-Auto",4100,"Petrol",145,42.2,2
"6340","2 Series",2019,20460,"Manual",1250,"Diesel",145,51.4,2
"6341","X5",2020,57990,"Semi-Auto",1500,"Diesel",145,37.7,3
"6342","X5",2019,50882,"Automatic",1764,"Diesel",145,37.7,3
"6343","Z4",2019,28450,"Semi-Auto",5340,"Petrol",145,38.2,2
"6344","3 Series",2019,28260,"Automatic",4567,"Diesel",145,52.3,2
"6345","2 Series",2018,26441,"Semi-Auto",2772,"Petrol",145,32.5,3
"6346","X2",2019,28881,"Semi-Auto",7922,"Diesel",145,58.9,2
"6347","5 Series",2019,29982,"Semi-Auto",3635,"Petrol",145,47.9,2
"6348","X5",2019,61682,"Semi-Auto",10782,"Diesel",145,33.6,3
"6349","5 Series",2019,27802,"Semi-Auto",6891,"Diesel",145,65.7,2
"6350","5 Series",2019,32102,"Semi-Auto",11878,"Diesel",145,60.1,3
"6351","5 Series",2014,14662,"Semi-Auto",59317,"Diesel",30,62.8,2
"6352","2 Series",2019,24160,"Semi-Auto",2404,"Diesel",145,65.7,2
"6353","2 Series",2019,19943,"Manual",110,"Petrol",145,42.8,1.5
"6354","2 Series",2019,19776,"Manual",110,"Petrol",145,42.8,1.5
"6355","2 Series",2019,23870,"Semi-Auto",2513,"Diesel",145,49.6,2
"6356","3 Series",2019,27180,"Semi-Auto",3763,"Petrol",145,42.2,2
"6357","1 Series",2019,25490,"Semi-Auto",2510,"Diesel",145,51.4,2
"6358","X2",2019,27670,"Semi-Auto",2480,"Petrol",145,38.7,2
"6359","5 Series",2019,27840,"Semi-Auto",3829,"Petrol",145,50.4,2
"6360","2 Series",2019,24515,"Semi-Auto",2501,"Petrol",145,50.4,2
"6361","4 Series",2016,20832,"Semi-Auto",12500,"Diesel",125,60.1,2
"6362","1 Series",2019,20216,"Automatic",7935,"Diesel",145,65.7,2
"6363","3 Series",2017,23942,"Automatic",16374,"Petrol",145,47.1,2
"6364","4 Series",2017,19142,"Semi-Auto",24471,"Diesel",30,65.7,2
"6365","5 Series",2017,26262,"Automatic",41074,"Diesel",145,53.3,3
"6366","M4",2015,30662,"Semi-Auto",41120,"Petrol",300,34,3
"6367","6 Series",2019,39146,"Automatic",35,"Petrol",145,29.1,3
"6368","4 Series",2015,22182,"Semi-Auto",28373,"Diesel",160,50.4,3
"6369","3 Series",2014,16882,"Semi-Auto",41083,"Diesel",125,57.6,3
"6370","3 Series",2019,26405,"Semi-Auto",2000,"Diesel",145,60.1,2
"6371","X3",2019,34991,"Semi-Auto",7646,"Petrol",150,30.4,2
"6372","2 Series",2019,22991,"Semi-Auto",7755,"Diesel",150,65.7,2
"6373","X3",2019,34551,"Semi-Auto",7289,"Petrol",150,30.4,2
"6374","X2",2019,27685,"Semi-Auto",9762,"Diesel",145,50.4,2
"6375","X5",2019,48602,"Semi-Auto",7864,"Diesel",145,37.7,3
"6376","2 Series",2019,26806,"Semi-Auto",15,"Petrol",145,47.9,2
"6377","2 Series",2019,25404,"Semi-Auto",111,"Diesel",145,65.7,2
"6378","1 Series",2016,14802,"Semi-Auto",26804,"Diesel",20,68.9,1.5
"6379","2 Series",2019,22594,"Semi-Auto",8410,"Diesel",145,48.7,2
"6380","X2",2019,34173,"Semi-Auto",4500,"Petrol",145,34,2
"6381","X3",2019,33292,"Semi-Auto",6500,"Diesel",145,54.3,2
"6382","2 Series",2019,24012,"Semi-Auto",5000,"Diesel",145,49.6,2
"6383","4 Series",2019,24522,"Semi-Auto",11923,"Petrol",145,48.7,2
"6384","4 Series",2019,27661,"Semi-Auto",5452,"Diesel",150,60.1,2
"6385","Z4",2019,33991,"Semi-Auto",10018,"Petrol",150,37.2,2
"6386","2 Series",2019,23441,"Semi-Auto",8683,"Petrol",150,47.9,2
"6387","X1",2017,16991,"Semi-Auto",55535,"Diesel",150,55.4,2
"6388","4 Series",2018,22500,"Semi-Auto",6035,"Diesel",145,65.7,2
"6389","3 Series",2018,22395,"Semi-Auto",6502,"Petrol",150,48.7,2
"6390","X1",2019,24926,"Automatic",4991,"Diesel",145,60.1,2
"6391","X2",2019,23726,"Automatic",8848,"Petrol",145,38.7,2
"6392","5 Series",2019,37376,"Automatic",3348,"Diesel",145,51.4,3
"6393","3 Series",2013,11632,"Manual",27371,"Petrol",160,44.8,2
"6394","3 Series",2018,22482,"Automatic",8850,"Diesel",145,60.1,2
"6395","3 Series",2017,21972,"Semi-Auto",21870,"Diesel",145,53.3,3
"6396","3 Series",2019,26484,"Semi-Auto",10200,"Petrol",145,41.5,2
"6397","4 Series",2018,24662,"Semi-Auto",2422,"Petrol",145,45.6,2
"6398","1 Series",2019,21145,"Semi-Auto",6776,"Petrol",145,47.9,2
"6399","2 Series",2019,23074,"Semi-Auto",28,"Petrol",145,50.4,1.5
"6400","2 Series",2019,22305,"Semi-Auto",7978,"Petrol",145,47.9,2
"6401","2 Series",2019,23806,"Semi-Auto",8257,"Petrol",145,47.9,2
"6402","2 Series",2019,24356,"Automatic",7566,"Petrol",145,47.9,2
"6403","3 Series",2019,24886,"Automatic",7469,"Petrol",145,43.5,2
"6404","2 Series",2019,24494,"Semi-Auto",5499,"Petrol",145,47.9,2
"6405","2 Series",2019,22406,"Automatic",7899,"Petrol",145,47.9,2
"6406","2 Series",2016,19995,"Semi-Auto",15422,"Petrol",205,43.5,2
"6407","X5",2019,48995,"Semi-Auto",6251,"Diesel",150,37.7,3
