"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"9376","2 Series",2016,14412,"Automatic",31838,"Petrol",125,51.4,1.5
"9377","3 Series",2015,13695,"Manual",30000,"Diesel",125,60.1,2
"9378","5 Series",2015,13999,"Automatic",50700,"Diesel",125,60.1,2
"9379","3 Series",2002,3999,"Automatic",85452,"Petrol",330,33.6,2
"9380","1 Series",2012,5995,"Manual",92000,"Petrol",145,49.6,1.6
"9381","1 Series",2016,13995,"Automatic",62000,"Petrol",235,37.7,3
"9382","1 Series",2018,15499,"Manual",14287,"Diesel",145,65.7,2
"9383","5 Series",2016,14999,"Automatic",42803,"Diesel",30,62.8,2
"9384","3 Series",2017,19899,"Automatic",28091,"Hybrid",135,134.5,2
"9385","4 Series",2016,15689,"Automatic",60464,"Diesel",30,65.7,2
"9386","6 Series",2012,17199,"Automatic",27352,"Diesel",160,51.4,3
"9387","3 Series",2016,14399,"Automatic",68458,"Hybrid",0,148.7,2
"9388","1 Series",2017,13999,"Manual",16398,"Diesel",20,70.6,1.5
"9389","3 Series",2018,17399,"Automatic",32117,"Diesel",145,64.2,2
"9390","1 Series",2016,10899,"Manual",23407,"Diesel",0,78.5,1.5
"9391","4 Series",2017,14999,"Automatic",62111,"Diesel",20,70.6,2
"9392","5 Series",2016,13299,"Automatic",80823,"Diesel",30,62.8,2
"9393","1 Series",2017,9199,"Manual",83923,"Diesel",145,83.1,1.5
"9394","1 Series",2016,10070,"Manual",47413,"Diesel",0,83.1,1.5
"9395","X1",2013,9999,"Automatic",53540,"Diesel",160,52.3,2
"9396","2 Series",2016,12500,"Automatic",30626,"Diesel",20,72.4,1.5
"9397","4 Series",2016,13399,"Automatic",60975,"Diesel",20,70.6,2
"9398","1 Series",2015,10899,"Manual",56278,"Diesel",20,70.6,1.5
"9399","2 Series",2015,11499,"Automatic",90836,"Diesel",30,62.8,2
"9400","4 Series",2015,15599,"Automatic",54213,"Diesel",30,65.7,2
"9401","2 Series",2016,15199,"Automatic",66543,"Diesel",145,55.4,2
"9402","2 Series",2016,17099,"Automatic",31540,"Diesel",30,62.8,2
"9403","5 Series",2012,11400,"Automatic",86674,"Diesel",235,43.5,3
"9404","2 Series",2016,11299,"Automatic",49981,"Diesel",20,72.4,1.5
"9405","4 Series",2017,19399,"Automatic",30949,"Diesel",30,65.7,2
"9406","1 Series",2016,11899,"Manual",40911,"Diesel",20,70.6,1.5
"9407","1 Series",2016,12999,"Manual",20467,"Diesel",20,70.6,1.5
"9408","4 Series",2018,18899,"Manual",12086,"Petrol",145,46.3,2
"9409","3 Series",2016,15999,"Automatic",43527,"Diesel",125,60.1,2
"9410","1 Series",2017,20299,"Automatic",12952,"Petrol",200,39.8,3
"9411","2 Series",2016,12599,"Manual",18933,"Petrol",125,52.3,1.5
"9412","3 Series",2015,9299,"Manual",65412,"Diesel",20,68.9,2
"9413","7 Series",2015,23499,"Automatic",65218,"Diesel",145,54.3,3
"9414","X4",2016,20000,"Automatic",52135,"Diesel",145,54.3,2
"9415","2 Series",2016,12357,"Manual",17994,"Petrol",125,52.3,1.5
"9416","4 Series",2016,15399,"Automatic",54055,"Diesel",125,60.1,2
"9417","4 Series",2016,15699,"Manual",41993,"Diesel",30,62.8,2
"9418","X5",2016,31999,"Automatic",26185,"Hybrid",0,85.6,2
"9419","3 Series",2018,17250,"Automatic",15189,"Diesel",145,67.3,2
"9420","4 Series",2017,18499,"Automatic",29383,"Diesel",145,65.7,2
"9421","1 Series",2016,9999,"Manual",46620,"Diesel",0,83.1,1.5
"9422","Z4",2016,14799,"Manual",20266,"Petrol",200,41.5,2
"9423","2 Series",2015,11999,"Manual",19893,"Diesel",30,65.7,2
"9424","4 Series",2015,14299,"Automatic",80614,"Diesel",125,58.9,2
"9425","3 Series",2017,14999,"Manual",27890,"Diesel",145,57.6,2
"9426","4 Series",2017,17999,"Automatic",26807,"Diesel",125,60.1,2
"9427","3 Series",2013,13999,"Automatic",35688,"Diesel",125,58.9,2
"9428","1 Series",2016,11199,"Manual",31095,"Diesel",0,83.1,1.5
"9429","3 Series",2016,19499,"Automatic",29789,"Hybrid",0,134.5,2
"9430","5 Series",2016,15999,"Automatic",31228,"Diesel",30,62.8,2
"9431","X1",2017,18499,"Automatic",32236,"Diesel",145,65.7,2
"9432","2 Series",2016,15149,"Manual",34608,"Petrol",200,42.8,2
"9433","3 Series",2016,11269,"Automatic",86128,"Diesel",30,65.7,2
"9434","1 Series",2016,10799,"Manual",37087,"Diesel",0,83.1,1.5
"9435","3 Series",2016,12789,"Manual",74020,"Diesel",30,64.2,2
"9436","2 Series",2016,12499,"Manual",17586,"Petrol",125,52.3,1.5
"9437","X1",2017,18499,"Automatic",41326,"Diesel",125,60.1,2
"9438","X1",2016,14799,"Manual",37032,"Diesel",125,60.1,2
"9439","X4",2015,15199,"Automatic",95408,"Diesel",145,54.3,2
"9440","2 Series",2017,14020,"Manual",35732,"Diesel",145,64.2,2
"9441","3 Series",2016,14000,"Manual",23323,"Diesel",30,62.8,2
"9442","3 Series",2016,18599,"Automatic",30333,"Hybrid",0,134.5,2
"9443","X1",2016,18199,"Automatic",30405,"Diesel",125,57.6,2
"9444","3 Series",2016,16500,"Automatic",53867,"Hybrid",0,134.5,2
"9445","4 Series",2015,12999,"Automatic",90734,"Diesel",30,65.7,2
"9446","6 Series",2013,16199,"Automatic",62068,"Diesel",160,49.6,3
"9447","3 Series",2012,9199,"Automatic",62616,"Diesel",30,62.8,2
"9448","2 Series",2016,8750,"Manual",97147,"Diesel",20,68.9,1.5
"9449","3 Series",2016,10740,"Automatic",91855,"Diesel",0,74.3,2
"9450","3 Series",2012,9000,"Automatic",75840,"Diesel",145,53.3,2
"9451","3 Series",2017,15599,"Automatic",38070,"Diesel",145,64.2,2
"9452","1 Series",2016,12299,"Manual",27545,"Diesel",30,65.7,2
"9453","2 Series",2015,11999,"Automatic",41704,"Diesel",30,61.4,2
"9454","2 Series",2014,10360,"Automatic",45868,"Petrol",145,47.1,2
"9455","1 Series",2016,10999,"Manual",21964,"Diesel",0,78.5,1.5
"9456","1 Series",2013,7999,"Manual",61295,"Diesel",0,74.3,1.6
"9457","5 Series",2017,21999,"Automatic",30990,"Diesel",145,62.8,2
"9458","2 Series",2014,15399,"Automatic",72203,"Petrol",260,37.2,3
"9459","1 Series",2017,13899,"Manual",19300,"Diesel",20,70.6,1.5
"9460","3 Series",2016,18299,"Automatic",25431,"Hybrid",0,134.5,2
"9461","5 Series",2016,15599,"Automatic",37786,"Diesel",30,62.8,2
"9462","X1",2016,17499,"Automatic",44890,"Diesel",125,57.6,2
"9463","2 Series",2016,12999,"Automatic",24479,"Petrol",125,53.3,1.5
"9464","5 Series",2016,14499,"Automatic",48863,"Diesel",30,62.8,2
"9465","1 Series",2016,11399,"Manual",26231,"Diesel",0,78.5,1.5
"9466","3 Series",2016,16399,"Automatic",30894,"Diesel",30,64.2,2
"9467","1 Series",2016,11899,"Manual",25281,"Petrol",125,53.3,1.5
"9468","1 Series",2015,8999,"Manual",60761,"Diesel",30,65.7,2
"9469","3 Series",2015,12999,"Automatic",27153,"Diesel",30,62.8,2
"9470","1 Series",2017,13399,"Automatic",72814,"Petrol",125,54.3,1.5
"9471","2 Series",2016,12699,"Manual",13267,"Petrol",125,52.3,1.5
"9472","1 Series",2014,9999,"Manual",42994,"Petrol",145,50.4,1.6
"9473","X3",2017,21299,"Automatic",33610,"Diesel",145,54.3,2
"9474","3 Series",2014,13499,"Automatic",54842,"Diesel",30,62.8,2
"9475","X4",2016,24999,"Automatic",28466,"Diesel",200,47.9,3
"9476","X5",2016,31200,"Automatic",23747,"Hybrid",0,85.6,2
"9477","X5",2016,27799,"Automatic",31903,"Hybrid",0,85.6,2
"9478","2 Series",2016,12700,"Automatic",48841,"Petrol",145,46.3,2
"9479","X4",2017,24999,"Automatic",35351,"Diesel",200,47.1,3
"9480","5 Series",2016,12199,"Automatic",79234,"Diesel",20,67.3,2
"9481","5 Series",2016,19999,"Automatic",22312,"Diesel",160,51.4,3
"9482","5 Series",2017,19099,"Automatic",37401,"Diesel",145,68.9,2
"9483","1 Series",2017,11099,"Manual",62495,"Diesel",145,78.5,1.5
"9484","5 Series",2016,17499,"Automatic",30754,"Diesel",30,62.8,2
"9485","3 Series",2016,11099,"Manual",88192,"Diesel",30,65.7,2
"9486","X5",2016,23499,"Automatic",59154,"Diesel",200,47.1,3
"9487","3 Series",2012,9999,"Manual",36529,"Diesel",30,61.4,2
"9488","X1",2014,9999,"Automatic",74012,"Diesel",160,52.3,2
"9489","X5",2017,31499,"Automatic",23646,"Diesel",145,47.1,3
"9490","1 Series",2017,19499,"Automatic",24482,"Petrol",200,39.8,3
"9491","3 Series",2013,11599,"Manual",54374,"Diesel",125,57.6,2
"9492","M3",2013,19699,"Automatic",58125,"Petrol",570,25.2,4
"9493","3 Series",2016,13899,"Automatic",62816,"Hybrid",0,148.7,2
"9494","3 Series",2016,10599,"Automatic",95217,"Diesel",0,74.3,2
"9495","5 Series",2016,17199,"Automatic",14005,"Diesel",30,62.8,2
"9496","2 Series",2016,9499,"Manual",68848,"Diesel",0,74.3,1.5
"9497","4 Series",2016,16299,"Manual",24280,"Diesel",30,62.8,2
"9498","4 Series",2016,15199,"Manual",51194,"Diesel",30,62.8,2
"9499","3 Series",2014,14449,"Automatic",51062,"Diesel",125,58.9,2
"9500","X3",2012,11753,"Automatic",73701,"Diesel",160,50.4,2
"9501","3 Series",2018,18899,"Automatic",25127,"Diesel",145,62.8,2
"9502","5 Series",2014,14299,"Automatic",34758,"Diesel",125,57.6,2
"9503","1 Series",2016,13499,"Automatic",30925,"Diesel",20,68.9,2
"9504","1 Series",2019,15989,"Automatic",12212,"Petrol",145,55.5,1.5
"9505","1 Series",2007,1500,"Manual",167000,"Diesel",125,57.6,2
"9506","3 Series",2015,9299,"Manual",98819,"Diesel",20,72.4,2
"9507","3 Series",2017,20499,"Automatic",14500,"Hybrid",0,134.5,2
"9508","1 Series",2014,8499,"Manual",43248,"Diesel",20,68.9,2
"9509","2 Series",2016,8999,"Automatic",87743,"Diesel",20,72.4,1.5
"9510","1 Series",2012,7995,"Manual",63635,"Diesel",30,62.8,2
"9511","1 Series",2017,10999,"Manual",46147,"Diesel",0,83.1,1.5
"9512","3 Series",2016,15699,"Automatic",50310,"Diesel",30,64.2,2
"9513","1 Series",2016,10999,"Manual",31847,"Diesel",0,78.5,1.5
"9514","X2",2018,23465,"Automatic",11941,"Diesel",145,58.9,2
"9515","1 Series",2016,10899,"Manual",46035,"Diesel",20,70.6,1.5
"9516","3 Series",2016,12299,"Automatic",72280,"Diesel",20,70.6,2
"9517","3 Series",2016,18995,"Automatic",23110,"Diesel",125,57.6,2
"9518","5 Series",2016,12639,"Automatic",72924,"Diesel",20,68.9,2
"9519","5 Series",2019,22495,"Automatic",21101,"Petrol",150,50.4,2
"9520","4 Series",2016,17975,"Manual",14000,"Petrol",160,46.3,2
"9521","3 Series",2016,15099,"Automatic",33158,"Diesel",30,67.3,2
"9522","3 Series",2013,11199,"Manual",49720,"Diesel",30,61.4,2
"9523","X3",2014,15159,"Automatic",77129,"Diesel",145,54.3,2
"9524","5 Series",2016,14079,"Automatic",74322,"Diesel",30,62.8,2
"9525","5 Series",2015,13999,"Automatic",50558,"Diesel",30,62.8,2
"9526","4 Series",2017,19259,"Automatic",29871,"Diesel",145,65.7,2
"9527","1 Series",2016,9749,"Manual",56044,"Diesel",0,78.5,1.5
"9528","1 Series",2016,13499,"Manual",40855,"Diesel",30,65.7,2
"9529","6 Series",2016,20999,"Automatic",45140,"Diesel",200,49.6,3
"9530","2 Series",2017,13799,"Manual",14980,"Petrol",125,52.3,1.5
"9531","4 Series",2018,19000,"Automatic",7970,"Petrol",145,44.1,2
"9532","3 Series",2012,8750,"Manual",54000,"Diesel",30,61.4,2
"9533","7 Series",2017,52950,"Automatic",22000,"Petrol",150,22.1,6.6
"9534","6 Series",2008,9495,"Semi-Auto",67000,"Diesel",265,40.9,3
"9535","M4",2015,28995,"Semi-Auto",35000,"Petrol",330,32.5,3
"9536","1 Series",2016,9995,"Manual",30000,"Diesel",0,83.1,1.5
"9537","4 Series",2016,15999,"Automatic",29041,"Diesel",30,65.7,2
"9538","4 Series",2015,14799,"Automatic",51873,"Diesel",160,52.3,3
"9539","3 Series",2018,18999,"Automatic",15377,"Diesel",145,56.5,3
"9540","1 Series",2017,11339,"Manual",41925,"Diesel",0,78.5,1.5
"9541","2 Series",2016,10949,"Manual",34489,"Diesel",0,74.3,1.5
"9542","3 Series",2016,13969,"Automatic",41317,"Diesel",20,74.3,2
"9543","4 Series",2016,19199,"Automatic",25000,"Diesel",160,52.3,3
"9544","1 Series",2017,12499,"Manual",20064,"Petrol",145,53.3,1.5
"9545","4 Series",2016,14389,"Automatic",61688,"Diesel",20,70.6,2
"9546","1 Series",2015,11699,"Manual",33826,"Diesel",30,65.7,2
"9547","X3",2017,23499,"Automatic",26986,"Diesel",145,54.3,2
"9548","2 Series",2016,13899,"Manual",24169,"Petrol",125,50.4,1.5
"9549","X5",2008,7998,"Automatic",86800,"Diesel",325,34.9,3
"9550","6 Series",2013,16600,"Automatic",57000,"Diesel",165,49.6,3
"9551","7 Series",2012,10990,"Automatic",76000,"Diesel",260,41.5,3
"9552","1 Series",2015,10569,"Manual",27667,"Diesel",30,65.7,2
"9553","1 Series",2016,13639,"Manual",26016,"Diesel",20,70.6,1.5
"9554","1 Series",2016,11469,"Manual",33578,"Diesel",0,83.1,1.5
"9555","1 Series",2016,10939,"Manual",33243,"Diesel",0,78.5,1.5
"9556","1 Series",2016,11819,"Manual",26141,"Diesel",0,78.5,1.5
"9557","3 Series",2014,11999,"Manual",49969,"Diesel",30,61.4,2
"9558","2 Series",2018,15199,"Manual",14228,"Petrol",145,52.3,1.5
"9559","1 Series",2016,9699,"Manual",59751,"Diesel",0,83.1,1.5
"9560","3 Series",2012,8569,"Automatic",85118,"Diesel",30,62.8,2
"9561","1 Series",2016,11799,"Manual",18644,"Diesel",0,78.5,1.5
"9562","1 Series",2014,10999,"Automatic",38809,"Petrol",145,48.7,1.6
"9563","6 Series",2016,20999,"Automatic",43483,"Diesel",200,49.6,3
"9564","1 Series",2017,20299,"Automatic",35259,"Petrol",145,39.8,3
"9565","3 Series",2015,16189,"Automatic",30345,"Diesel",125,58.9,2
"9566","2 Series",2016,19849,"Automatic",41248,"Petrol",260,37.2,3
"9567","X1",2014,10295,"Automatic",65000,"Diesel",160,52.3,2
"9568","5 Series",2013,11995,"Automatic",70000,"Diesel",145,55.4,2
"9569","X5",2013,15995,"Automatic",76000,"Diesel",300,37.7,3
"9570","1 Series",2013,7995,"Manual",56000,"Diesel",30,64.2,2
"9571","1 Series",2016,15495,"Automatic",31000,"Petrol",145,43.5,2
"9572","2 Series",2017,14750,"Automatic",10000,"Petrol",145,55.4,1.5
"9573","1 Series",2019,15989,"Automatic",9567,"Petrol",145,55.5,1.5
"9574","3 Series",2015,14999,"Automatic",78680,"Diesel",160,52.3,3
"9575","1 Series",2019,15199,"Manual",10374,"Petrol",145,53.3,1.5
"9576","3 Series",2015,11999,"Manual",44379,"Diesel",30,61.4,2
"9577","X1",2017,14226,"Manual",41950,"Diesel",20,68.9,2
"9578","X4",2015,17399,"Manual",70601,"Diesel",160,52.3,2
"9579","X3",2016,14299,"Automatic",83354,"Diesel",145,54.3,2
"9580","5 Series",2013,14195,"Automatic",38000,"Diesel",150,55.4,2
"9581","3 Series",2014,13299,"Automatic",41363,"Diesel",125,60.1,2
"9582","5 Series",2015,13279,"Automatic",50355,"Diesel",30,62.8,2
"9583","5 Series",2016,11799,"Automatic",97290,"Diesel",30,62.8,2
"9584","3 Series",2016,16895,"Automatic",46003,"Diesel",160,51.4,3
"9585","1 Series",2017,12399,"Manual",22449,"Diesel",145,78.5,1.5
"9586","1 Series",2019,15199,"Manual",10514,"Petrol",145,53.3,1.5
"9587","1 Series",2019,15989,"Automatic",12192,"Petrol",145,55.5,1.5
"9588","3 Series",2015,11249,"Manual",49520,"Diesel",30,67.3,2
"9589","6 Series",2013,17339,"Automatic",52635,"Diesel",160,49.6,3
"9590","2 Series",2016,11899,"Manual",41312,"Diesel",30,65.7,2
"9591","1 Series",2016,10799,"Manual",37025,"Diesel",0,83.1,1.5
"9592","1 Series",2016,12299,"Automatic",57701,"Diesel",30,62.8,2
"9593","Z4",2014,13499,"Automatic",44027,"Petrol",200,41.5,2
"9594","3 Series",2017,16899,"Automatic",24501,"Diesel",30,64.2,2
"9595","X3",2015,13999,"Manual",51715,"Diesel",160,52.3,2
"9596","5 Series",2007,3995,"Manual",150000,"Diesel",205,46.3,2
"9597","7 Series",2017,29995,"Automatic",73348,"Diesel",145,54.3,3
"9598","3 Series",2016,16995,"Automatic",54153,"Diesel",30,62.8,2
"9599","1 Series",2013,7295,"Manual",71000,"Diesel",30,64.2,2
"9600","3 Series",2016,14199,"Manual",51098,"Diesel",30,64.2,2
"9601","1 Series",2019,15199,"Manual",11191,"Petrol",145,53.3,1.5
"9602","3 Series",2014,9499,"Manual",67911,"Diesel",30,62.8,2
"9603","3 Series",2015,10999,"Manual",55988,"Diesel",20,72.4,2
"9604","1 Series",2016,13949,"Manual",20867,"Diesel",20,70.6,1.5
"9605","1 Series",2013,7579,"Automatic",81796,"Diesel",30,62.8,2
"9606","3 Series",2014,13499,"Automatic",61829,"Diesel",125,57.6,3
"9607","2 Series",2016,12299,"Manual",39613,"Diesel",30,65.7,2
"9608","5 Series",2016,19799,"Automatic",20724,"Diesel",160,51.4,3
"9609","4 Series",2018,23999,"Automatic",9544,"Petrol",145,48.7,2
"9610","2 Series",2016,8500,"Manual",80250,"Diesel",20,68.9,2
"9611","3 Series",2016,12295,"Automatic",72390,"Hybrid",0,148.7,2
"9612","4 Series",2014,17490,"Automatic",20030,"Petrol",165,44.1,2
"9613","2 Series",2019,19718,"Manual",7378,"Petrol",150,52.3,1.5
"9614","5 Series",2014,12500,"Automatic",42007,"Diesel",20,68.9,2
"9615","1 Series",2017,15595,"Automatic",24693,"Petrol",145,54.3,1.5
"9616","1 Series",2018,18999,"Automatic",13760,"Diesel",145,49.6,2
"9617","2 Series",2016,12299,"Manual",11656,"Petrol",125,52.3,1.5
"9618","3 Series",2013,7999,"Manual",86000,"Diesel",125,57.6,2
"9619","4 Series",2014,10599,"Manual",105850,"Diesel",125,58.9,2
"9620","5 Series",2015,12500,"Automatic",106170,"Diesel",160,51.4,3
"9621","3 Series",2016,13695,"Automatic",64590,"Hybrid",0,148.7,2
"9622","1 Series",2016,10795,"Manual",56800,"Diesel",20,70.6,1.5
"9623","1 Series",2008,4695,"Manual",101000,"Diesel",125,58.9,2
"9624","3 Series",2012,8495,"Automatic",84000,"Diesel",145,53.3,2
"9625","1 Series",2006,2995,"Manual",90000,"Diesel",200,49.6,2
"9626","X5",2016,27950,"Automatic",37900,"Diesel",200,47.1,3
"9627","3 Series",2016,9500,"Manual",88090,"Diesel",20,72.4,2
"9628","4 Series",2015,10000,"Manual",99340,"Diesel",30,62.8,2
"9629","3 Series",2016,12795,"Automatic",75400,"Hybrid",0,148.7,2
"9630","3 Series",2016,16899,"Automatic",30803,"Hybrid",0,134.5,2
"9631","3 Series",2016,16899,"Automatic",45587,"Diesel",145,53.3,3
"9632","1 Series",2016,10637,"Manual",40245,"Diesel",0,83.1,1.5
"9633","1 Series",2014,8299,"Manual",80207,"Diesel",30,62.8,2
"9634","1 Series",2014,11999,"Automatic",12528,"Petrol",125,50.4,1.6
"9635","1 Series",2016,17499,"Automatic",42355,"Petrol",235,37.7,3
"9636","4 Series",2016,17199,"Automatic",41589,"Diesel",160,49.6,3
"9637","3 Series",2014,11399,"Automatic",41700,"Diesel",125,58.9,2
"9638","3 Series",2017,23999,"Automatic",19500,"Diesel",205,49.6,3
"9639","X3",2015,18999,"Automatic",42400,"Diesel",150,54.3,2
"9640","X1",2018,22490,"Automatic",11592,"Petrol",145,44.8,2
"9641","X5",2009,13190,"Automatic",68000,"Diesel",325,34,3
"9642","3 Series",2008,4250,"Automatic",141000,"Petrol",235,39.8,3
"9643","3 Series",2004,1445,"Manual",162000,"Diesel",205,49.6,2
"9644","X3",2019,33928,"Automatic",1799,"Diesel",150,54.3,2
"9645","1 Series",2019,18989,"Manual",20442,"Diesel",150,70.6,1.5
"9646","5 Series",2017,21582,"Automatic",34179,"Diesel",150,65.7,2
"9647","4 Series",2019,25449,"Automatic",6890,"Diesel",145,65.7,2
"9648","2 Series",2019,22079,"Automatic",3980,"Diesel",145,67.3,2
"9649","2 Series",2019,21540,"Automatic",4802,"Diesel",145,48.7,2
"9650","3 Series",2017,19799,"Automatic",15668,"Diesel",145,64.2,2
"9651","4 Series",2016,20641,"Automatic",24939,"Diesel",160,50.4,3
"9652","6 Series",2017,22449,"Automatic",14400,"Diesel",160,51.4,3
"9653","X3",2019,31449,"Automatic",4726,"Diesel",145,54.3,2
"9654","4 Series",2016,22632,"Automatic",31910,"Petrol",200,41.5,3
"9655","4 Series",2019,24607,"Automatic",3480,"Diesel",145,58.9,2
"9656","2 Series",2020,27989,"Manual",3890,"Petrol",145,43.5,1.5
"9657","2 Series",2020,37989,"Automatic",3890,"Petrol",145,36.2,2
"9658","5 Series",2017,22971,"Automatic",16151,"Diesel",150,65.7,2
"9659","X1",2018,21309,"Manual",1794,"Petrol",150,51.4,1.5
"9660","1 Series",2016,10989,"Manual",49761,"Diesel",0,83.1,1.5
"9661","2 Series",2017,14485,"Automatic",21697,"Petrol",30,55.4,1.5
"9662","2 Series",2015,14145,"Automatic",24322,"Petrol",125,50.4,2
"9663","X3",2019,32281,"Automatic",2593,"Diesel",145,54.3,2
"9664","3 Series",2019,28348,"Automatic",4884,"Petrol",145,41.5,2
"9665","1 Series",2016,11495,"Automatic",54075,"Diesel",20,70.6,2
"9666","5 Series",2017,16490,"Automatic",54678,"Diesel",125,60.1,2
"9667","5 Series",2016,17338,"Automatic",34143,"Diesel",160,51.4,3
"9668","5 Series",2017,19917,"Automatic",31996,"Diesel",145,65.7,2
"9669","4 Series",2016,16107,"Automatic",46000,"Diesel",30,65.7,2
"9670","X5",2019,51399,"Automatic",9803,"Diesel",150,37.7,3
"9671","1 Series",2017,13806,"Manual",20038,"Petrol",125,53.3,1.5
"9672","1 Series",2016,19989,"Manual",24322,"Petrol",265,36.2,3
"9673","4 Series",2017,18299,"Automatic",19330,"Petrol",150,44.8,2
"9674","3 Series",2015,16275,"Automatic",37676,"Diesel",145,53.3,3
"9675","X5",2014,20995,"Automatic",72442,"Diesel",200,47.1,3
"9676","3 Series",2016,13995,"Automatic",62730,"Diesel",125,57.6,2
"9677","3 Series",2012,9975,"Automatic",64191,"Diesel",160,50.4,2
"9678","1 Series",2013,7995,"Manual",76941,"Diesel",125,60.1,2
"9679","7 Series",2014,19995,"Automatic",51932,"Hybrid",195,41.5,3
"9680","3 Series",2017,14500,"Automatic",74930,"Hybrid",0,134.5,2
"9681","1 Series",2015,9795,"Manual",61140,"Diesel",125,58.9,2
"9682","2 Series",2016,10500,"Automatic",115470,"Hybrid",0,141.2,1.5
"9683","5 Series",2015,11795,"Automatic",110540,"Diesel",145,53.3,3
"9684","3 Series",2016,9195,"Manual",93760,"Diesel",20,72.4,2
"9685","3 Series",2013,9195,"Manual",82260,"Diesel",30,62.8,2
"9686","2 Series",2016,8500,"Manual",94790,"Diesel",0,74.3,1.5
"9687","1 Series",2014,9500,"Automatic",54020,"Diesel",30,64.2,2
"9688","3 Series",2013,9000,"Manual",73070,"Diesel",30,61.4,2
"9689","X3",2012,11995,"Automatic",72040,"Diesel",160,50.4,2
"9690","1 Series",2012,10995,"Manual",28000,"Diesel",125,58.9,2
"9691","3 Series",2016,12000,"Automatic",97600,"Diesel",30,64.2,2
"9692","2 Series",2015,10295,"Manual",102900,"Diesel",30,64.2,2
"9693","X1",2016,13295,"Manual",71300,"Diesel",125,58.9,2
"9694","X5",2011,11450,"Automatic",90734,"Diesel",305,38.2,3
"9695","1 Series",2010,4995,"Manual",93800,"Diesel",30,62.8,2
"9696","1 Series",2014,10695,"Manual",53310,"Diesel",30,62.8,2
"9697","5 Series",2015,10395,"Automatic",114890,"Diesel",125,60.1,2
"9698","3 Series",2014,7795,"Automatic",147110,"Diesel",30,62.8,2
"9699","1 Series",2014,10695,"Automatic",64690,"Diesel",30,64.2,2
"9700","4 Series",2017,14500,"Manual",46350,"Diesel",30,62.8,2
"9701","6 Series",2014,17500,"Automatic",51920,"Diesel",160,49.6,3
"9702","3 Series",2017,15795,"Automatic",64000,"Hybrid",0,134.5,2
"9703","5 Series",2013,11295,"Automatic",76290,"Diesel",145,55.4,2
